loan_id,predicted_pd
77757,0.16235555021528977
146564,0.4508631328898177
152911,0.483744223830366
167669,0.42753074634077787
169271,0.6698843708081604
204428,0.4429954794934147
257100,0.5894720395367135
264101,0.5324652696807939
280733,0.5460843976015404
285386,0.13666321615076032
345503,0.4603303292640347
351026,0.1312133271567038
351734,0.5795496337950817
352645,0.40284090450484594
361677,0.03296169664322835
381265,0.5211323855245068
388497,0.4789941211496397
412736,0.42071086290223964
415990,0.1354189353041411
421971,0.6089761139135563
423396,0.5150871967130679
464677,0.5004392671047434
479215,0.11509584242383718
486412,0.08941015873378536
488783,0.12071824854621388
502326,0.5346415628995408
515798,0.1370108545736617
519950,0.1215780507989255
528810,0.505413284401554
532621,0.5443020377046534
534128,0.4371971768800269
538862,0.10428816739290481
548792,0.4402931116146772
550558,0.6067551781917399
581087,0.41224007200890617
589786,0.13160818571208227
590102,0.510603303834591
603999,0.19699621531998765
622808,0.39709683302296467
630959,0.028962567308518483
631347,0.08925290605717358
661258,0.6677776827686593
665860,0.14998375265607727
667962,0.11587504117619297
669574,0.40828176635056357
674749,0.5361419209041385
679729,0.10485088077249184
686310,0.10172404712280934
696566,0.5376836307107209
708241,0.6372614089090641
716187,0.511587411746116
716589,0.5807853490707177
716791,0.4108726962612214
719204,0.7026840279660338
739407,0.41724585886644744
747991,0.10732809702428295
748740,0.643065960690609
758995,0.1142308964795249
759277,0.5372369443843248
761524,0.46291636881023307
768638,0.507869444520046
769653,0.5930739787728492
771753,0.08782769710718374
787086,0.5907986995708054
796979,0.4207041428910235
799595,0.5472698379054891
828539,0.6300581495499794
832885,0.5283338253392761
841266,0.6354726021281693
853204,0.5334808962121628
856521,0.08305397153077736
878197,0.36721155775277853
981989,0.5281194781806371
993768,0.5320304236000823
1006327,0.10319966543053607
1032493,0.5932894834522948
1038542,0.41283087915828753
1038701,0.1584312583515792
1038943,0.5110879949714627
1042060,0.6625206051786648
1045401,0.1463633238632982
1045795,0.186823939480306
1047748,0.5888923400692873
1051513,0.5135524131544476
1064698,0.5126609520234162
1067223,0.1555918878509809
1076751,0.4768762546416998
1082215,0.45081411099088653
1100379,0.1406328511912689
1100464,0.4450713704176658
1106661,0.4156793357414785
1113592,0.13193633502049615
1119494,0.15541942500491218
1119853,0.26047816932371093
1122759,0.540875076537135
1133113,0.5566955510005123
1145764,0.12413936361310726
1148022,0.12283179517021414
1149580,0.10947341016418102
1172473,0.1238958741736269
1182417,0.12384963748575142
1197293,0.5690637549428532
1198440,0.11958375866597563
1204574,0.5353396666209468
1227103,0.4709112904961395
1234072,0.4903710221714863
1239426,0.1730216498515933
1250833,0.4268840457592832
1254093,0.07338422178737102
1257211,0.026975548626271568
1257303,0.6474559746266046
1258839,0.09529064381010972
1267221,0.5609401964904469
1291078,0.6231651337007489
1302934,0.09392181293897063
1341951,0.6192408422717675
1345783,0.580016226430832
1349788,0.5351320355330565
1358908,0.44713005982819987
1359088,0.5846414091493406
1367016,0.6157636574543118
1376475,0.6051702006887101
1383574,0.15399005748544312
1390080,0.5047677646038534
1392467,0.5537281586803892
1393562,0.5076993763642799
1396556,0.17122854396919085
1399622,0.5468212354466807
1400329,0.4459291473154795
1417340,0.151760663057638
1422561,0.5785376839529699
1431276,0.6972508159273226
1459059,0.07760856771439122
1465624,0.6013984788760796
1477060,0.5707167529483863
1479604,0.43751165463289954
1485197,0.607176299321553
1496047,0.09392079400730202
1508777,0.5354207348375828
1518451,0.09666127683316418
1523175,0.18496710916090736
1523414,0.5445939520434366
1524629,0.746172599206275
1536519,0.5504034102448998
1536933,0.3844610373209409
1543181,0.14678570702474714
1549805,0.5436771918700489
1552538,0.10001608072681742
1576690,0.17733289051348422
1577542,0.07710373935584498
1582802,0.627174688744271
1595780,0.21052865450331915
1596426,0.5118994761770709
1602924,0.536055910782083
1613599,0.6084920889129207
1614754,0.548342653831329
1622588,0.17574880478433286
1675344,0.5464112851100679
1678824,0.6112321774450828
1681116,0.5510311594428922
1690270,0.6327990540089168
1690809,0.19473065148902713
1691812,0.6253494388375256
1864837,0.28015690679149197
1954802,0.5212816356558383
2014734,0.15949939965210697
2083414,0.12781112183902044
2083567,0.15610399909307737
2224788,0.53504630282443
2228099,0.5274947532479612
2296962,0.5138835781409186
2300136,0.06068252179194573
2380259,0.6799150709626159
2477562,0.43763415558713853
2486197,0.10959909277172401
2644934,0.1275001082920849
2835707,0.18490019778552863
2838671,0.5806851539887843
2896422,0.5739007450097299
2897040,0.17695287249583597
2994578,0.5858941968754725
3054615,0.5178134895758303
3056752,0.11261011509381519
3096651,0.5129560523565437
3096849,0.4847699189574776
